,Type,Date,Num,Memo,Name,Qty,Sales Price,Amount,Balance
,Invoice,6/14/2022,295MAY22,Re-Occurring Storage; Fullerton,295 SiLeather,1,1982.5,1982.5,3109292.43
,Invoice,6/14/2022,301MAY22,Re-Occuring Storage; Cerritos,301 GRANADA TILE,1,3844.5,3844.5,3113136.93
,Invoice,6/14/2022,302MAY22,Re-Occuring Storage; Fullerton,302 Huisong,1,2783,2783,3115919.93
,Invoice,6/14/2022,313MAY22,Re-Occuring Storage; FULLERTON,313 Logo Brand DSG,1,1322.75,1322.75,3117242.68
,Invoice,6/14/2022,291MAY22,Re-Occuring Storage; Downey,Omya Specialty Materials Inc.,1,4375,4375,3121617.68
,Invoice,6/14/2022,046MAY22,Re-Occuring Storage; Downey,Omya Specialty Materials Inc.,1,7221.5,7221.5,3128839.18
,Invoice,6/15/2022,041MAY22FIN,Re-Occuring Storage; Fullerton,"41, Keyston Bros.",1,0,0,3128839.18
,Invoice,6/15/2022,1356,Re-Occurring Storage; Fullerton,"137, NVMK Sales",1,2440.8,2440.8,3131279.98
,Invoice,6/15/2022,1445,Re-Occuring Storage; Fullerton,"86, Morbern",1,2018.5,2018.5,3133298.48
,Invoice,6/15/2022,1452,Re-Occurring Storage; Fullerton,"170, Pacific Crest Trading Group",1,15810.5,15810.5,3149108.98
,Invoice,6/15/2022,1358,Re-Occuring Storage; Cerritos,197 - Karen Pearse,1,0,0,3149108.98
,Invoice,6/15/2022,1451,Re-Occuring Storage; Fullerton,314 Liquid Death,1,40139,40139,3189247.98
,Invoice,6/15/2022,1361,Re-Occurring Storage; Fullerton,402 Paragon Chinasia,1,5000,5000,3194247.98
,Invoice,6/15/2022,1362,Re-Occurring Storage; Fullerton,403 Modern Gourmet Foods,1,2626,2626,3196873.98
,Invoice,7/6/2022,261JUN22,Re-Occuring Storage; Fullerton,Mayborn,1,95507.3,95507.3,3292381.28
,Invoice,7/6/2022,262JUN22,Re-Occuring Storage; FULLERTON,Mayborn,1,61.32,61.32,3292442.6
,Invoice,7/14/2022,1487,Re-Occuring Storage; Fullerton,"86, Morbern",1,1606,1606,3294048.6
,Invoice,7/14/2022,1471,Re-Occuring Storage; Fullerton,"120, Designer Pet Products",1,617.55,617.55,3294666.15
,Invoice,7/14/2022,1472,Re-Occurring Storage; Fullerton,"137, NVMK Sales",1,2235.6,2235.6,3296901.75
,Invoice,7/14/2022,1453,Re-Occurring Storage; Fullerton,"170, Pacific Crest Trading Group",1,13374.55,13374.55,3310276.3
,Invoice,7/14/2022,1564,Re-Occuring Storage; Cerritos,197 - Karen Pearse,1,0,0,3310276.3
,Invoice,7/14/2022,1454,Re-Occuring Storage; Fullerton,314 Liquid Death,1,55918.5,55918.5,3366194.8
,Invoice,7/14/2022,1468,Re-Occurring Storage; Cerritos,400 Joseph Joseph,1,91123.5,91123.5,3457318.3
,Invoice,7/14/2022,1473,Re-Occurring Storage; Fullerton,402 Paragon Chinasia,1,4559.4,4559.4,3461877.7
,Invoice,7/14/2022,1563,Re-Occurring Storage; Fullerton,403 Modern Gourmet Foods,1,1339,1339,3463216.7
,Invoice,7/14/2022,1475,Re-Occurring Storage; Fullerton,404 CustomFab USA,1,8260,8260,3471476.7
,Invoice,7/14/2022,1476,Re-Occurring Storage; Fullerton,406 Access Business Group LLC,1,14900.6,14900.6,3486377.3
,Invoice,7/14/2022,1566,Re-Occuring Storage; Fullerton,409 WTW Inc,1,10152.75,10152.75,3496530.05
,Invoice,7/14/2022,1469,Re-Occurring Storage; Fullerton,410 Prinova,1,35727,35727,3532257.05
,Invoice,7/14/2022,1562,Re-Occurring Storage; Fullerton,411 Maveric Medical,1,2647.5,2647.5,3534904.55
,Invoice,7/14/2022,1480,Re-Occuring Storage; Fullerton,307 Merritt,1,1483.5,1483.5,3536388.05
,Invoice,7/14/2022,1470,Re-Occuring Storage; Fullerton,424 - Body Armor,1,76317,76317,3612705.05
,Invoice,7/14/2022,1567,Re-Occuring Storage; FULLERTON,425 Lucky Zone WM,1,72972,72972,3685677.05
,Invoice,7/14/2022,1485,Re-Occurring Storage; Fullerton,426-Tractor Beverages,1,22624,22624,3708301.05
,Invoice,7/14/2022,1486,Re-Occurring Storage; FULLERTON,428 Ten Acre Gifts,1,0,0,3708301.05
,Invoice,7/14/2022,010JUN22,Re-Occuring Storage; Fullerton,"10, Celanese",1,2340,2340,3710641.05
,Invoice,7/14/2022,012JUN22,Re-Occurring Storage; Fullerton,"12, Omnova Solutions Inc. (C)",1,1512.52,1512.52,3712153.57
,Invoice,7/14/2022,013JUN22,Re-Occuring Storage; FULLERTON,"13, Omnova Solutions Inc. (A)",1,0,0,3712153.57
,Invoice,7/14/2022,046JUN22,Re-Occuring Storage; Downey,Omya Specialty Materials Inc.,1,7810,7810,3719963.57
,Invoice,7/14/2022,053JUN22,Re-Occuring Storage; FULLERTON,"53, Harten Corporation",1,399.76,399.76,3720363.33
,Invoice,7/14/2022,058JUN22,Re-Occuring Storage; FULLERTON,"58, Leather Trends, Inc.",1,104.5,104.5,3720467.83
,Invoice,7/14/2022,060JUN22,Re-Occuring Storage; Fullerton,"60, Loyalty Chemical",1,67.5,67.5,3720535.33
,Invoice,7/14/2022,067JUN22,Re-Occuring Storage; FULLERTON,"67, Quality Thread",1,134.88,134.88,3720670.21
,Invoice,7/14/2022,072JUN22,Re-Occuring Storage; Fullerton,"72, Crossroad Ingredients",1,5004,5004,3725674.21
,Invoice,7/14/2022,076JUN22,Re-Occurring Storage; Fullerton,"76, Divi's Laboratories, Ltd. USA Inc.",1,2018.5,2018.5,3727692.71
,Invoice,7/14/2022,087JUN22,Re-Occuring Storage; Fullerton,"87, Martin Bauer",1,6656.25,6656.25,3734348.96
,Invoice,7/14/2022,088JUN22,Re-Occuring Storage; FULLERTON,"88, Clareo International",1,0,0,3734348.96
,Invoice,7/14/2022,091JUN22,Re-Occuring Storage; Fullerton,"91, BenchMaster Furniture",1,9115.4,9115.4,3743464.36
,Invoice,7/14/2022,098JUN22,Re-Occurring Storage; Fullerton,98 - CGPC America Corporation,1,44467.5,44467.5,3787931.86
,Invoice,7/14/2022,099JUN22,Re-Occuring Storage; Fullerton,"99, Azile LLC",1,3132,3132,3791063.86
,Invoice,7/14/2022,116JUN22,Re-Occurring Storage; Fullerton,"116, Layn USA",1,4440,4440,3795503.86
,Invoice,7/14/2022,123JUN22,Re-Occuring Storage; Fullerton,"123, PetRageous Designs",1,19006,19006,3814509.86
,Invoice,7/14/2022,137JUN22,Re-Occurring Storage; Fullerton,"137, NVMK Sales",1,2311.2,2311.2,3816821.06
,Invoice,7/14/2022,139JUN22,Re-Occuring Storage; Downey,"139, Nutraland USA",1,,0,3816821.06
,Invoice,7/14/2022,143JUN22,Re-Occuring Storage; Fullerton,"143, Barentz",1,7514,7514,3824335.06
,Invoice,7/14/2022,184JUN22,Re-Occuring Storage; FULLERTON,184 - Worlee NaturProdukte,1,485.1,485.1,3824820.16
,Invoice,7/14/2022,189JUN22,Re-Occuring Storage; Downey,189 - St. Charles Trading,1,2442,2442,3827262.16
,Invoice,7/14/2022,195JUN22,Re-Occuring Storage; FULLERTON,195 - Casa De Mesquite,1,0,0,3827262.16
,Invoice,7/14/2022,209JUN22,Re-Occuring Storage; Downey,209 - NutraChem,1,12881,12881,3840143.16
,Invoice,7/14/2022,223JUN22,Re-Occurring Storage; Fullerton,223 Distrilogik US Ltd,1,20845.5,20845.5,3860988.66
,Invoice,7/14/2022,233JUN22,Re-Occuring Storage; Fullerton,233 Firsd Tea North America LLC,1,3168.25,3168.25,3864156.91
,Invoice,7/14/2022,244JUN22,Re-Occurring Storage; Fullerton,244 Doyle Farris,1,21686,21686,3885842.91
,Invoice,7/14/2022,257JUN22,Re-Occuring Storage; Downey,257 Art of Tea,1,418.55,418.55,3886261.46
,Invoice,7/14/2022,269JUN22,Re-Occurring Storage; Fullerton,269 Nassimi,1,8205.63,8205.63,3894467.09
,Invoice,7/14/2022,273JUN22,Re-Occuring Storage; Fullerton,273 LZ Selloff,1,3614.95,3614.95,3898082.04
,Invoice,7/14/2022,291JUN22,Re-Occuring Storage; Downey,Omya Specialty Materials Inc.,1,1435,1435,3899517.04
,Invoice,7/14/2022,292JUN22,Re-Occuring Storage; Fullerton,292 Bioriginal,1,2130,2130,3901647.04
,Invoice,7/14/2022,295JUN22,Re-Occurring Storage; Fullerton,295 SiLeather,1,1664,1664,3903311.04
,Invoice,7/14/2022,301JUN22,Re-Occuring Storage; Cerritos,301 GRANADA TILE,1,3737.25,3737.25,3907048.29
,Invoice,7/14/2022,302JUN22,Re-Occuring Storage; Fullerton,302 Huisong,1,2563,2563,3909611.29
,Invoice,7/14/2022,307JUN22,Re-Occurring Storage; Fullerton,307 Merritt,1,11534.75,11534.75,3921146.04
,Invoice,7/14/2022,313JUN22,Re-Occuring Storage; FULLERTON,313 Logo Brand DSG,1,786.5,786.5,3921932.54
,Invoice,7/14/2022,317JUN22,Re-Occuring Storage; Fullerton,317 Pair,1,7110,7110,3929042.54
,Invoice,7/14/2022,322JUN22,Re-Occuring Storage; Fullerton,322 Teco Irrigation USA,1,4275,4275,3933317.54
,Invoice,7/14/2022,323JUN22,Re-Occuring Storage; Fullerton,323 Amazon Health Products,1,0,0,3933317.54
,Invoice,7/14/2022,324JUN22,Re-Occuring Storage; Downey,324 Barrington Nutritionals,1,10526,10526,3943843.54
,Invoice,7/14/2022,325JUN22,Re-Occuring Storage; Downey,325 TR Nutritionals,1,1551.5,1551.5,3945395.04
,Invoice,8/1/2022,261JUL22,Re-Occuring Storage; Fullerton,Mayborn,1,100874.28,100874.28,4046269.32
,Invoice,8/1/2022,262JUL22,Re-Occuring Storage; FULLERTON,Mayborn,1,69.16,69.16,4046338.48
,Invoice,8/2/2022,1583,Re-Occurring Storage; Cerritos,400 Joseph Joseph,1,108010.5,108010.5,4154348.98
,Invoice,8/5/2022,1584,Re-Occuring Storage; Fullerton,424 - Body Armor,1,106922.51,106922.51,4261271.49
,Invoice,8/10/2022,010JUL22,Re-Occuring Storage; Fullerton,"10, Celanese",1,5778,5778,4267049.49
,Invoice,8/11/2022,1679,Re-Occuring Storage; Fullerton,"86, Morbern",1,1292.5,1292.5,4268341.99
,Invoice,8/11/2022,1663,Re-Occuring Storage; Fullerton,"120, Designer Pet Products",1,541.65,541.65,4268883.64
,Invoice,8/11/2022,1667,Re-Occurring Storage; Fullerton,402 Paragon Chinasia,1,,0,4268883.64
,Invoice,8/11/2022,1680,Re-Occuring Storage; Cerritos,197 - Karen Pearse,1,0,0,4268883.64
,Invoice,8/11/2022,1665,Re-Occurring Storage; Fullerton,"170, Pacific Crest Trading Group",1,12360,12360,4281243.64
,Invoice,8/11/2022,1582,Re-Occurring Storage; Fullerton,411 Maveric Medical,1,1215,1215,4282458.64
,Invoice,8/11/2022,012JUL22,Re-Occurring Storage; Fullerton,"12, Omnova Solutions Inc. (C)",1,1099.66,1099.66,4283558.3
,Invoice,8/11/2022,046JUL22,Re-Occuring Storage; Downey,Omya Specialty Materials Inc.,1,8096,8096,4291654.3
,Invoice,8/11/2022,053JUL22,Re-Occuring Storage; FULLERTON,"53, Harten Corporation",1,243.75,243.75,4291898.05
,Invoice,8/11/2022,058JUL22,Re-Occuring Storage; FULLERTON,"58, Leather Trends, Inc.",1,95,95,4291993.05
,Invoice,8/11/2022,060JUL22,Re-Occuring Storage; Fullerton,"60, Loyalty Chemical",1,67.5,67.5,4292060.55
,Invoice,8/11/2022,067JUL22,Re-Occuring Storage; FULLERTON,"67, Quality Thread",1,677.86,677.86,4292738.41
,Invoice,8/11/2022,072JUL22,Re-Occuring Storage; Fullerton,"72, Crossroad Ingredients",1,3558,3558,4296296.41
,Invoice,8/11/2022,076JUL22,Re-Occurring Storage; Fullerton,"76, Divi's Laboratories, Ltd. USA Inc.",1,2574,2574,4298870.41
,Invoice,8/11/2022,087JUL22,Re-Occuring Storage; Fullerton,"87, Martin Bauer",1,6375,6375,4305245.41
,Invoice,8/11/2022,088JUL22,Re-Occuring Storage; FULLERTON,"88, Clareo International",1,220,220,4305465.41
,Invoice,8/11/2022,091JUL22,Re-Occuring Storage; Fullerton,"91, BenchMaster Furniture",1,5953.3,5953.3,4311418.71
,Invoice,8/11/2022,098JUL22,Re-Occurring Storage; Fullerton,98 - CGPC America Corporation,1,39650.5,39650.5,4351069.21
,Invoice,8/11/2022,099JUL22,Re-Occuring Storage; Fullerton,"99, Azile LLC",1,1572,1572,4352641.21
,Invoice,8/11/2022,116JUL22,Re-Occurring Storage; Fullerton,"116, Layn USA",1,6216,6216,4358857.21
,Invoice,8/11/2022,123JUL22,Re-Occuring Storage; Fullerton,"123, PetRageous Designs",1,17952.5,17952.5,4376809.71
,Invoice,8/11/2022,139JUL22,Re-Occuring Storage; Downey,"139, Nutraland USA",1,,0,4376809.71
,Invoice,8/11/2022,143JUL22,Re-Occuring Storage; Fullerton,"143, Barentz",1,5258.5,5258.5,4382068.21
,Invoice,8/11/2022,184JUL22,Re-Occuring Storage; FULLERTON,184 - Worlee NaturProdukte,1,0,0,4382068.21
,Invoice,8/11/2022,189JUL22,Re-Occuring Storage; Downey,189 - St. Charles Trading,1,2106.5,2106.5,4384174.71
,Invoice,8/11/2022,195JUL22,Re-Occuring Storage; FULLERTON,195 - Casa De Mesquite,1,0,0,4384174.71
,Invoice,8/11/2022,223JUL22,Re-Occurring Storage; Fullerton,223 Distrilogik US Ltd,1,20455.5,20455.5,4404630.21
,Invoice,8/11/2022,209JUL22,Re-Occuring Storage; Downey,209 - NutraChem,1,12529,12529,4417159.21
,Invoice,8/11/2022,233JUL22,Re-Occuring Storage; Fullerton,233 Firsd Tea North America LLC,1,2604.75,2604.75,4419763.96
,Invoice,8/11/2022,244JUL22,Re-Occurring Storage; Fullerton,244 Doyle Farris,1,16524,16524,4436287.96
,Invoice,8/11/2022,257JUL22,Re-Occuring Storage; Downey,257 Art of Tea,1,370.15,370.15,4436658.11
,Invoice,8/11/2022,269JUL22,Re-Occurring Storage; Fullerton,269 Nassimi,1,0,0,4436658.11
,Invoice,8/11/2022,273JUL22,Re-Occuring Storage; Fullerton,273 LZ Selloff,1,3614.95,3614.95,4440273.06
,Invoice,8/11/2022,292JUL22,Re-Occuring Storage; Fullerton,292 Bioriginal,1,1275,1275,4441548.06
,Invoice,8/11/2022,295JUL22,Re-Occurring Storage; Fullerton,295 SiLeather,1,0,0,4441548.06
,Invoice,8/11/2022,301JUL22,Re-Occuring Storage; Cerritos,301 GRANADA TILE,1,3564,3564,4445112.06
,Invoice,8/11/2022,302JUL22,Re-Occuring Storage; Fullerton,302 Huisong,1,0,0,4445112.06
,Invoice,8/11/2022,307JUL22,Re-Occurring Storage; Fullerton,307 Merritt,1,11927.13,11927.13,4457039.19
,Invoice,8/11/2022,313JUL22,Re-Occuring Storage; FULLERTON,313 Logo Brand DSG,1,601.25,601.25,4457640.44
,Invoice,8/11/2022,317JUL22,Re-Occuring Storage; Fullerton,317 Pair,1,5202,5202,4462842.44
,Invoice,8/11/2022,322JUL22,Re-Occuring Storage; Fullerton,322 Teco Irrigation USA,1,4275,4275,4467117.44
,Invoice,8/11/2022,323JUL22,Re-Occuring Storage; Fullerton,323 Amazon Health Products,1,0,0,4467117.44
,Invoice,8/11/2022,324JUL22,Re-Occuring Storage; Downey,324 Barrington Nutritionals,1,8116,8116,4475233.44
,Invoice,8/11/2022,1669,Re-Occurring Storage; Fullerton,404 CustomFab USA,1,8260,8260,4483493.44
,Invoice,8/11/2022,1670,Re-Occurring Storage; Fullerton,406 Access Business Group LLC,1,14300,14300,4497793.44
,Invoice,8/11/2022,1673,Re-Occuring Storage; Fullerton,307 Merritt,1,1580.28,1580.28,4499373.72
,Invoice,8/11/2022,325JUL22,Re-Occuring Storage; Downey,325 TR Nutritionals,1,1979.25,1979.25,4501352.97
,Invoice,8/12/2022,1676,Re-Occuring Storage; FULLERTON,425 Lucky Zone WM,1,114282,114282,4615634.97
,Invoice,8/12/2022,1668,Re-Occurring Storage; Fullerton,403 Modern Gourmet Foods,1,0,0,4615634.97
,Invoice,8/12/2022,1681,Re-Occurring Storage; Fullerton,410 Prinova,1,31080,31080,4646714.97
,Invoice,8/12/2022,137JUL22,Re-Occurring Storage; Fullerton,"137, NVMK Sales",1,1868.4,1868.4,4648583.37
,Invoice,8/12/2022,1664,Re-Occurring Storage; Fullerton,"137, NVMK Sales",1,2160,2160,4650743.37
,Invoice,8/12/2022,1666,Re-Occuring Storage; Fullerton,314 Liquid Death,1,43763.5,43763.5,4694506.87
,Invoice,8/12/2022,1671,Re-Occuring Storage; Fullerton,409 WTW Inc,1,6199.5,6199.5,4700706.37
,Invoice,8/15/2022,291JUL22,Re-Occuring Storage; Downey,Omya Specialty Materials Inc.,1,1347.5,1347.5,4702053.87
,Invoice,8/15/2022,1677,Re-Occurring Storage; Fullerton,426-Tractor Beverages,1,21471,21471,4723524.87
,Invoice,8/15/2022,1682,Re-Occurring Storage; Cerritos,400 Joseph Joseph,1,10725,10725,4734249.87
,Invoice,9/1/2022,1684,Re-Occurring Storage; Fullerton,"137, NVMK Sales",1,0,0,4734249.87
,Invoice,9/1/2022,233AUG22,Re-Occuring Storage; Fullerton,233 Firsd Tea North America LLC,1,0,0,4734249.87
,Invoice,9/1/2022,137AUG22,Re-Occurring Storage; Fullerton,"137, NVMK Sales",1,0,0,4734249.87
,Invoice,9/1/2022,257AUG22,Re-Occuring Storage; Downey,257 Art of Tea,1,0,0,4734249.87
,Invoice,9/1/2022,053AUG22,Re-Occuring Storage; FULLERTON,"53, Harten Corporation",1,29.25,29.25,4734279.12
,Invoice,9/1/2022,091AUG22,Re-Occuring Storage; Fullerton,"91, BenchMaster Furniture",1,1.85,1.85,4734280.97
,Invoice,9/1/2022,261AUG22,Re-Occuring Storage; Fullerton,Mayborn,1,125638.98,125638.98,4859919.95
,Invoice,9/1/2022,262AUG22,Re-Occuring Storage; FULLERTON,Mayborn,1,81.76,81.76,4860001.71
,Invoice,9/2/2022,1705,Re-Occuring Storage; FULLERTON,425 Lucky Zone WM,1,106677,106677,4966678.71
,Invoice,9/2/2022,1704,Re-Occuring Storage; Fullerton,424 - Body Armor,1,83748.8,83748.8,5050427.51
,Invoice,9/2/2022,1706,Re-Occurring Storage; Fullerton,426-Tractor Beverages,1,18079.5,18079.5,5068507.01
,Invoice,9/2/2022,1685,Re-Occurring Storage; Cerritos,400 Joseph Joseph,1,92683.5,92683.5,5161190.51
,Invoice,9/2/2022,1686,Re-Occurring Storage; Fullerton,400 Joseph Joseph,1,14644.5,14644.5,5175835.01
,Invoice,9/2/2022,1697,Re-Occurring Storage; Fullerton,410 Prinova,1,45642,45642,5221477.01
,Invoice,9/2/2022,1691,Re-Occuring Storage; Fullerton,314 Liquid Death,1,37485,37485,5258962.01
,Invoice,9/2/2022,1695,Re-Occurring Storage; Fullerton,406 Access Business Group LLC,1,14300,14300,5273262.01
,Invoice,9/8/2022,317AUG22,Re-Occuring Storage; Fullerton,317 Pair,1,522,522,5273784.01
,Invoice,9/8/2022,184AUG22,Re-Occuring Storage; FULLERTON,184 - Worlee NaturProdukte,1,341.55,341.55,5274125.56
,Invoice,9/8/2022,189AUG22,Re-Occuring Storage; Downey,189 - St. Charles Trading,1,2343,2343,5276468.56
,Invoice,9/9/2022,098AUG22,Re-Occurring Storage; Fullerton,98 - CGPC America Corporation,1,42253.5,42253.5,5318722.06
,Invoice,9/9/2022,223AUG22,Re-Occurring Storage; Fullerton,223 Distrilogik US Ltd,1,17160,17160,5335882.06
,Invoice,9/9/2022,010AUG22,Re-Occuring Storage; Fullerton,"10, Celanese",1,13200,13200,5349082.06
,Invoice,9/9/2022,012AUG22,Re-Occurring Storage; Fullerton,"12, Omnova Solutions Inc. (C)",1,1077.66,1077.66,5350159.72
,Invoice,9/9/2022,046AUG22,Re-Occuring Storage; Downey,Omya Specialty Materials Inc.,1,7854,7854,5358013.72
,Invoice,9/9/2022,058AUG22,Re-Occuring Storage; FULLERTON,"58, Leather Trends, Inc.",1,76,76,5358089.72
,Invoice,9/9/2022,060AUG22,Re-Occuring Storage; Fullerton,"60, Loyalty Chemical",1,67.5,67.5,5358157.22
,Invoice,9/9/2022,067AUG22,Re-Occuring Storage; FULLERTON,"67, Quality Thread",1,1134.32,1134.32,5359291.54
,Invoice,9/9/2022,072AUG22,Re-Occuring Storage; Fullerton,"72, Crossroad Ingredients",1,3276,3276,5362567.54
,Invoice,9/9/2022,076AUG22,Re-Occurring Storage; Fullerton,"76, Divi's Laboratories, Ltd. USA Inc.",1,1210,1210,5363777.54
,Invoice,9/9/2022,087AUG22,Re-Occuring Storage; Fullerton,"87, Martin Bauer",1,2900,2900,5366677.54
,Invoice,9/9/2022,088AUG22,Re-Occuring Storage; FULLERTON,"88, Clareo International",1,0,0,5366677.54
,Invoice,9/9/2022,099AUG22,Re-Occuring Storage; Fullerton,"99, Azile LLC",1,2784,2784,5369461.54
,Invoice,9/9/2022,123AUG22,Re-Occuring Storage; Fullerton,"123, PetRageous Designs",1,13491.25,13491.25,5382952.79
,Invoice,9/9/2022,143AUG22,Re-Occuring Storage; Fullerton,"143, Barentz",1,5791.5,5791.5,5388744.29
,Invoice,9/9/2022,209AUG22,Re-Occuring Storage; Downey,209 - NutraChem,1,12754.5,12754.5,5401498.79
,Invoice,9/9/2022,244AUG22,Re-Occurring Storage; Fullerton,244 Doyle Farris,1,24955.5,24955.5,5426454.29
,Invoice,9/9/2022,273AUG22,Re-Occuring Storage; Fullerton,273 LZ Selloff,1,3496.75,3496.75,5429951.04
,Invoice,9/9/2022,291AUG22,Re-Occuring Storage; Downey,Omya Specialty Materials Inc.,1,1347.5,1347.5,5431298.54
,Invoice,9/9/2022,292AUG22,Re-Occuring Storage; Fullerton,292 Bioriginal,1,930,930,5432228.54
,Invoice,9/9/2022,301AUG22,Re-Occuring Storage; Cerritos,301 GRANADA TILE,1,3638.25,3638.25,5435866.79
,Invoice,9/9/2022,307AUG22,Re-Occurring Storage; Fullerton,307 Merritt,1,12109.88,12109.88,5447976.67
,Invoice,9/9/2022,313AUG22,Re-Occuring Storage; FULLERTON,313 Logo Brand DSG,1,480,480,5448456.67
,Invoice,9/9/2022,322AUG22,Re-Occuring Storage; Fullerton,322 Teco Irrigation USA,1,5182.5,5182.5,5453639.17
,Invoice,9/9/2022,323AUG22,Re-Occuring Storage; Fullerton,323 Amazon Health Products,1,432,432,5454071.17
,Invoice,9/9/2022,324AUG22,Re-Occuring Storage; Downey,324 Barrington Nutritionals,1,9248,9248,5463319.17
,Invoice,9/9/2022,325AUG22,Re-Occuring Storage; Downey,325 TR Nutritionals,1,2080.75,2080.75,5465399.92
,Invoice,9/9/2022,116AUG22,Re-Occurring Storage; Fullerton,"116, Layn USA",1,5304,5304,5470703.92
,Invoice,9/9/2022,1700,Re-Occuring Storage; Fullerton,307 Merritt,1,1548,1548,5472251.92
,Invoice,9/9/2022,1694,Re-Occurring Storage; Fullerton,404 CustomFab USA,1,7990,7990,5480241.92
,Invoice,9/9/2022,1698,Re-Occurring Storage; Fullerton,411 Maveric Medical,1,3990,3990,5484231.92
,Invoice,9/9/2022,1791,Re-Occuring Storage; Fullerton,"86, Morbern",1,1386,1386,5485617.92
,Invoice,9/9/2022,1687,Re-Occuring Storage; Fullerton,"120, Designer Pet Products",1,345,345,5485962.92
,Invoice,9/9/2022,1690,Re-Occuring Storage; Cerritos,197 - Karen Pearse,1,0,0,5485962.92
,Invoice,9/9/2022,1693,Re-Occurring Storage; Fullerton,403 Modern Gourmet Foods,1,0,0,5485962.92
,Invoice,9/12/2022,1689,Re-Occurring Storage; Fullerton,"170, Pacific Crest Trading Group",1,24538.5,24538.5,5510501.42
,Invoice,9/12/2022,1696,Re-Occuring Storage; Fullerton,409 WTW Inc,1,4122,4122,5514623.42
,Invoice,9/12/2022,1796,Re-Occurring Storage; Fullerton,402 Paragon Chinasia,1,580.8,580.8,5515204.22
,Invoice,10/1/2022,1798,Re-Occurring Storage; Fullerton,403 Modern Gourmet Foods,1,0,0,5515204.22
,Invoice,10/1/2022,313SEP22FIN,Re-Occuring Storage; FULLERTON,313 Logo Brand DSG,1,481,481,5515685.22
,Invoice,10/3/2022,261SEP22,Re-Occuring Storage; Fullerton,Mayborn,1,135923.46,135923.46,5651608.68
,Invoice,10/3/2022,262SEP22,Re-Occuring Storage; FULLERTON,Mayborn,1,76.16,76.16,5651684.84
,Invoice,10/3/2022,098SEP22,Re-Occurring Storage; Fullerton,98 - CGPC America Corporation,1,40772,40772,5692456.84
,Invoice,10/3/2022,223SEP22,Re-Occurring Storage; Fullerton,223 Distrilogik US Ltd,1,20533.5,20533.5,5712990.34
,Invoice,10/3/2022,123SEP22,Re-Occuring Storage; Fullerton,"123, PetRageous Designs",1,8793.5,8793.5,5721783.84
,Invoice,10/3/2022,046SEP22,Re-Occuring Storage; Downey,Omya Specialty Materials Inc.,1,7227,7227,5729010.84
,Invoice,10/3/2022,244SEP22,Re-Occurring Storage; Fullerton,244 Doyle Farris,1,21832,21832,5750842.84
,Invoice,10/4/2022,307SEP22,Re-Occurring Storage; Fullerton,307 Merritt,1,13351.5,13351.5,5764194.34
,Invoice,10/4/2022,324SEP22,Re-Occuring Storage; Downey,324 Barrington Nutritionals,1,9060,9060,5773254.34
,Invoice,10/4/2022,143SEP22,Re-Occuring Storage; Fullerton,"143, Barentz",1,5024.5,5024.5,5778278.84
,Invoice,10/4/2022,010SEP22,Re-Occuring Storage; Fullerton,"10, Celanese",1,10596,10596,5788874.84
,Invoice,10/4/2022,072SEP22,Re-Occuring Storage; Fullerton,"72, Crossroad Ingredients",1,3360,3360,5792234.84
,Invoice,10/4/2022,087SEP22,Re-Occuring Storage; Fullerton,"87, Martin Bauer",1,0,0,5792234.84
,Invoice,10/4/2022,325SEP22,Re-Occuring Storage; Downey,325 TR Nutritionals,1,1725.5,1725.5,5793960.34
,Invoice,10/4/2022,322SEP22,Re-Occuring Storage; Fullerton,322 Teco Irrigation USA,1,4785,4785,5798745.34
,Invoice,10/4/2022,076SEP22,Re-Occurring Storage; Fullerton,"76, Divi's Laboratories, Ltd. USA Inc.",1,1694,1694,5800439.34
,Invoice,10/4/2022,189SEP22,Re-Occuring Storage; Downey,189 - St. Charles Trading,1,1419,1419,5801858.34
,Invoice,10/5/2022,1814,Re-Occuring Storage; FULLERTON,425 Lucky Zone WM,1,100305,100305,5902163.34
,Invoice,10/5/2022,1808,Re-Occuring Storage; Fullerton,409 WTW Inc,1,4000,4000,5906163.34
,Invoice,10/5/2022,1817,Re-Occurring Storage; Fullerton,410 Prinova,1,38370,38370,5944533.34
,Invoice,10/6/2022,012SEP22,Re-Occurring Storage; Fullerton,"12, Omnova Solutions Inc. (C)",1,203,203,5944736.34
,Invoice,10/6/2022,058SEP22,Re-Occuring Storage; FULLERTON,"58, Leather Trends, Inc.",1,95,95,5944831.34
,Invoice,10/6/2022,060SEP22FIN,Re-Occuring Storage; Fullerton,"60, Loyalty Chemical",1,0,0,5944831.34
,Invoice,10/6/2022,067SEP22,Re-Occuring Storage; FULLERTON,"67, Quality Thread",1,114.72,114.72,5944946.06
,Invoice,10/6/2022,088SEP22,Re-Occuring Storage; FULLERTON,"88, Clareo International",1,159.5,159.5,5945105.56
,Invoice,10/6/2022,099SEP22,Re-Occuring Storage; Fullerton,"99, Azile LLC",1,2388,2388,5947493.56
,Invoice,10/6/2022,1913,Re-Occurring Storage; Cerritos,400 Joseph Joseph,1,87951.5,87951.5,6035445.06
,Invoice,10/6/2022,1914,Re-Occurring Storage; Fullerton,400 Joseph Joseph,1,24713,24713,6060158.06
,Invoice,10/7/2022,116SEP22,Re-Occurring Storage; Fullerton,"116, Layn USA",1,4038,4038,6064196.06
